transaction_id,user_id,account_number,transaction_date,transaction_type,amount,currency,category,description,balance_after,reference_number,branch_code,channel
B5BADC86,3,GB84CPBK83157663644901,2024-01-04 05:35:48,CREDIT,34736.7,GBP,INTEREST,INTEREST CREDIT,77541.02,REF154240237,BR402,BRANCH
A5E38BB2,4,DE08870000009130446806,2024-01-07 23:17:23,DEBIT,4110.23,EUR,UTILITIES,Utilities,97924.68,REF122433679,BR292,ONLINE
2C96C870,4,GB51CITI43028554568398,2024-01-09 07:35:47,CREDIT,2159.81,GBP,DEPOSIT,Deposit,24856.94,REF362103655,BR705,PHONE
D1DA1137,1,DE59795655681688929171,2024-01-06 01:10:04,CREDIT,3632.86,EUR,BONUS,Bonus,2605.18,REF719016926,BR159,BRANCH
CE720A75,1,DE25202102007876909711,2024-01-03 11:22:43,DEBIT,3122.82,EUR,GROCERY,Grocery,18838.82,REF587634391,BR488,ATM
3C45F478,4,DE08870000009130446806,2024-01-05 02:15:38,DEBIT,2068.95,EUR,BILL_PAYMENT,Bill Payment,1144.56,REF932665784,BR450,ONLINE
D92BAE86,4,GB51CITI43028554568398,2024-01-01 05:09:26,DEBIT,1975.49,GBP,GROCERY,Grocery,61182.09,REF795076134,BR860,MOBILE
D3D40DD0,1,FR221450592469WBR7LN4EXX269,2024-01-10 13:05:08,DEBIT,21407.18,EUR,INSURANCE,Insurance,85337.91,REF564423978,BR469,MOBILE
D12E8660,3,GB84CPBK83157663644901,2024-01-07 20:58:33,CREDIT,3292.19,GBP,SALARY,SALARY DEPOSIT - COMPANY C,49311.79,REF664290337,BR545,ONLINE
91A2C396,4,DE08870000009130446806,2024-01-08 07:16:01,DEBIT,6623.29,EUR,MEDICAL,Medical,67175.31,REF443818309,BR764,PHONE
BEE7CEC5,4,DE08870000009130446806,2024-01-06 04:34:05,DEBIT,898.36,EUR,PURCHASE,Starbucks - PURCHASE,68720.65,REF761026548,BR580,ATM
4783D701,1,DE59795655681688929171,2024-01-06 01:22:01,CREDIT,26224.8,EUR,INVESTMENT_RETURN,Investment Return,66355.59,REF146625413,BR668,MOBILE
0AD73675,3,DE06546700950979859803,2024-01-08 13:28:52,CREDIT,7294.48,EUR,INTEREST,INTEREST CREDIT,98520.29,REF479759106,BR882,ONLINE
4914BCBE,2,FR471450594397YBLERHKUZ7Y02,2024-01-04 01:01:00,CREDIT,25037.43,EUR,REFUND,Refund,91308.82,REF860637009,BR750,ATM
D72D1C58,1,DE59795655681688929171,2024-01-10 19:03:07,DEBIT,5079.07,EUR,INSURANCE,Insurance,86888.69,REF479830245,BR709,ONLINE
52B75F6A,3,GB84CPBK83157663644901,2024-01-04 15:22:11,DEBIT,7025.37,GBP,ATM_WITHDRAWAL,ATM WITHDRAWAL - MALL,75088.42,REF232362134,BR172,ONLINE
6A0BD007,3,GB84CPBK83157663644901,2024-01-07 12:42:08,CREDIT,1827.4,GBP,GIFT,Gift,55984.01,REF512106553,BR660,ATM
798B00A1,1,DE25202102007876909711,2024-01-04 14:30:01,CREDIT,26063.81,EUR,FREELANCE,Freelance,94115.46,REF562763885,BR620,BRANCH
2F528AD7,3,DE13870962145025555422,2024-01-01 21:00:00,CREDIT,7428.07,EUR,FREELANCE,Freelance,18019.3,REF516679715,BR461,MOBILE
43FC68F8,1,DE59795655681688929171,2024-01-03 19:14:21,CREDIT,10696.59,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***7010,83532.7,REF512902289,BR910,ATM
FA21A96F,1,DE79741514506827135679,2024-01-07 22:08:51,CREDIT,11171.12,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***9851,72789.36,REF483975201,BR446,BRANCH
41D975B0,1,FR221450592469WBR7LN4EXX269,2024-01-09 13:26:21,DEBIT,2551.53,EUR,INSURANCE,Insurance,77384.04,REF834046294,BR745,BRANCH
78C5C13B,1,DE25202102007876909711,2024-01-10 07:36:30,DEBIT,3936.23,EUR,RENT,Rent,24434.82,REF980750954,BR900,ONLINE
B2B0A264,2,FR471450594397YBLERHKUZ7Y02,2024-01-08 01:48:02,CREDIT,3392.99,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***7852,86955.5,REF385361073,BR995,ONLINE
6C762CE4,1,DE25202102007876909711,2024-01-09 18:24:43,DEBIT,10913.1,EUR,INSURANCE,Insurance,88118.35,REF934237464,BR456,MOBILE
7431A63E,1,DE79741514506827135679,2024-01-03 18:50:42,DEBIT,7698.88,EUR,UTILITIES,Utilities,10616.22,REF859009541,BR189,ONLINE
58DC1CDB,3,DE06546700950979859803,2024-01-10 12:21:37,CREDIT,7442.52,EUR,REFUND,Refund,89432.19,REF372223933,BR362,ATM
6366D55B,4,GB51CITI43028554568398,2024-01-10 06:24:56,DEBIT,7576.3,GBP,PURCHASE,Microsoft - PURCHASE,67110.71,REF894272335,BR212,PHONE
089B5005,1,DE25202102007876909711,2024-01-10 06:38:41,DEBIT,33876.14,EUR,GROCERY,Grocery,94289.7,REF152256377,BR515,ATM
0714597A,2,FR471450594397YBLERHKUZ7Y02,2024-01-07 13:52:11,DEBIT,1735.52,EUR,GROCERY,Grocery,24657.27,REF376922083,BR988,ONLINE
639A39F5,4,GB51CITI43028554568398,2024-01-05 08:19:59,DEBIT,2505.69,GBP,ATM_WITHDRAWAL,ATM WITHDRAWAL - MALL,90435.43,REF706377363,BR788,ONLINE
897DCBB3,1,DE79741514506827135679,2024-01-01 06:05:49,DEBIT,41211.44,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - STREET,43204.18,REF369101152,BR770,ONLINE
07DBF0B4,3,GB84CPBK83157663644901,2024-01-01 19:50:24,DEBIT,8309.04,GBP,TRANSFER_OUT,TRANSFER TO ACCOUNT ***5568,5179.92,REF848092499,BR172,BRANCH
A072AFDB,3,DE13870962145025555422,2024-01-09 08:53:31,CREDIT,44609.93,EUR,INTEREST,INTEREST CREDIT,38573.13,REF350908448,BR100,ONLINE
9D8CB3FA,4,DE08870000009130446806,2024-01-02 14:48:27,DEBIT,1131.94,EUR,LOAN_PAYMENT,Loan Payment,66652.59,REF536985426,BR458,BRANCH
2B4D5070,4,GB51CITI43028554568398,2024-01-09 14:29:41,DEBIT,8339.18,GBP,UTILITIES,Utilities,41135.23,REF953557519,BR833,MOBILE
FB020072,3,GB84CPBK83157663644901,2024-01-08 17:00:06,DEBIT,3586.22,GBP,PURCHASE,Visa - PURCHASE,6483.68,REF755285248,BR718,BRANCH
0615A7EF,3,DE13870962145025555422,2024-01-04 19:55:48,DEBIT,83.41,EUR,GROCERY,Grocery,97039.37,REF822735110,BR680,ONLINE
56141387,4,GB51CITI43028554568398,2024-01-03 07:00:33,CREDIT,7605.31,GBP,REFUND,Refund,69748.4,REF129316702,BR843,BRANCH
DC25ED32,3,GB84CPBK83157663644901,2024-01-07 15:08:06,CREDIT,2272.08,GBP,REFUND,Refund,40447.64,REF518803531,BR448,BRANCH
5A99385A,3,DE13870962145025555422,2024-01-08 03:16:54,CREDIT,39861.24,EUR,FREELANCE,Freelance,9968.98,REF298025225,BR579,MOBILE
AF5E260A,1,FR221450592469WBR7LN4EXX269,2024-01-09 08:17:54,CREDIT,506.1,EUR,REFUND,Refund,74934.98,REF667255797,BR565,ONLINE
A66A10AD,1,DE79741514506827135679,2024-01-01 21:48:34,CREDIT,6767.89,EUR,FREELANCE,Freelance,74262.49,REF672483140,BR553,BRANCH
BB527BF8,3,DE13870962145025555422,2024-01-01 09:43:34,DEBIT,22049.24,EUR,PURCHASE,Uber - PURCHASE,34951.18,REF108878525,BR375,PHONE
AD547B48,3,GB84CPBK83157663644901,2024-01-06 13:02:47,CREDIT,1192.93,GBP,SALARY,SALARY DEPOSIT - COMPANY A,76879.29,REF928440906,BR102,PHONE
44B57D71,1,DE59795655681688929171,2024-01-07 15:39:54,CREDIT,3296.27,EUR,SALARY,SALARY DEPOSIT - COMPANY B,28394.87,REF322215917,BR968,PHONE
543906A9,1,DE59795655681688929171,2024-01-10 08:41:07,DEBIT,2255.49,EUR,GROCERY,Grocery,68671.71,REF390039974,BR489,BRANCH
A258F163,3,DE06546700950979859803,2024-01-06 02:04:31,CREDIT,8378.45,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***5874,87392.48,REF346554740,BR790,MOBILE
BFB8C8FD,3,DE13870962145025555422,2024-01-03 23:39:30,DEBIT,1641.3,EUR,TRANSFER_OUT,TRANSFER TO ACCOUNT ***1075,41566.65,REF219094653,BR919,ATM
51FAEE9B,3,DE13870962145025555422,2024-01-01 22:12:41,DEBIT,29220.25,EUR,ONLINE_PURCHASE,Target - ONLINE_PURCHASE,32297.06,REF587737845,BR826,BRANCH
FE3B0FCE,2,FR471450594397YBLERHKUZ7Y02,2024-01-01 01:39:34,CREDIT,3216.02,EUR,SALARY,SALARY DEPOSIT - COMPANY C,62648.77,REF153761559,BR342,ONLINE
22D09177,2,FR471450594397YBLERHKUZ7Y02,2024-01-08 04:56:07,CREDIT,2286.17,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***1806,50880.59,REF633103104,BR626,ATM
CFF32A70,1,DE59795655681688929171,2024-01-09 14:19:25,CREDIT,14749.43,EUR,DIVIDEND,Dividend,95360.65,REF965298754,BR112,ONLINE
B443540F,3,GB84CPBK83157663644901,2024-01-06 07:27:40,CREDIT,9716.02,GBP,BONUS,Bonus,32782.43,REF299474063,BR834,BRANCH
2AFC4F93,4,GB51CITI43028554568398,2024-01-07 23:18:36,DEBIT,18727.62,GBP,BILL_PAYMENT,Bill Payment,40620.57,REF633471447,BR506,ATM
C85823D4,4,GB51CITI43028554568398,2024-01-06 11:55:40,CREDIT,1726.04,GBP,DIVIDEND,Dividend,51581.79,REF401436039,BR440,MOBILE
014F67FE,3,DE06546700950979859803,2024-01-06 14:00:32,CREDIT,940.79,EUR,INVESTMENT_RETURN,Investment Return,35913.64,REF697688872,BR973,ONLINE
5A20FD34,1,DE25202102007876909711,2024-01-06 22:32:34,DEBIT,1038.06,EUR,TRANSFER_OUT,TRANSFER TO ACCOUNT ***8673,49681.08,REF443431035,BR629,ATM
8EAAE821,4,GB51CITI43028554568398,2024-01-08 05:18:29,DEBIT,14687.12,GBP,SUBSCRIPTION,Subscription,68253.71,REF391608617,BR101,PHONE
50ECFAC5,1,DE79741514506827135679,2024-01-08 21:52:34,DEBIT,3468.54,EUR,RENT,Rent,84874.31,REF671892998,BR720,MOBILE
94AAF024,2,FR471450594397YBLERHKUZ7Y02,2024-01-09 02:59:14,CREDIT,127.7,EUR,FREELANCE,Freelance,89872.26,REF799392288,BR824,PHONE
FF53BA42,1,DE79741514506827135679,2024-01-01 12:07:56,DEBIT,5599.06,EUR,SUBSCRIPTION,Subscription,2632.06,REF164970039,BR399,MOBILE
AE15C00F,1,DE25202102007876909711,2024-01-04 05:01:27,CREDIT,467.92,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***4357,51659.27,REF128656791,BR915,BRANCH
A4F73E8B,1,FR221450592469WBR7LN4EXX269,2024-01-07 15:30:55,DEBIT,26809.67,EUR,PURCHASE,Airbnb - PURCHASE,64028.34,REF246268312,BR607,PHONE
A15A457E,1,DE25202102007876909711,2024-01-01 14:45:47,CREDIT,13349.65,EUR,DIVIDEND,Dividend,78590.47,REF331311257,BR354,BRANCH
4ED01FAE,1,DE59795655681688929171,2024-01-06 07:03:44,DEBIT,3470.45,EUR,MEDICAL,Medical,23722.3,REF261515550,BR596,MOBILE
14AD1391,4,GB51CITI43028554568398,2024-01-07 09:12:44,CREDIT,32402.83,GBP,TRANSFER_IN,TRANSFER FROM ACCOUNT ***8179,45007.91,REF153427133,BR667,ATM
1A3526C7,1,FR221450592469WBR7LN4EXX269,2024-01-06 09:27:33,CREDIT,2440.71,EUR,BONUS,Bonus,17002.76,REF403742472,BR889,BRANCH
A9FFA298,3,GB84CPBK83157663644901,2024-01-04 17:16:20,DEBIT,2680.28,GBP,FUEL,Fuel,28450.3,REF179260837,BR543,MOBILE
289E7261,1,DE25202102007876909711,2024-01-05 04:06:16,DEBIT,20725.71,EUR,INSURANCE,Insurance,91889.23,REF223862693,BR850,MOBILE
1FCBA917,3,DE13870962145025555422,2024-01-08 11:02:05,DEBIT,10625.72,EUR,RESTAURANT,Restaurant,14144.84,REF396370542,BR965,PHONE
6042E660,1,DE59795655681688929171,2024-01-05 06:16:02,DEBIT,37811.06,EUR,SUBSCRIPTION,Subscription,38231.64,REF435663782,BR942,PHONE
062B4E9F,3,DE13870962145025555422,2024-01-05 12:40:55,CREDIT,3003.94,EUR,DEPOSIT,Deposit,81245.1,REF403262203,BR543,BRANCH
BF7936B6,3,GB84CPBK83157663644901,2024-01-05 01:55:45,CREDIT,11227.45,GBP,BONUS,Bonus,56587.14,REF712822320,BR938,ATM
E4EBF64E,1,DE79741514506827135679,2024-01-05 01:41:16,DEBIT,875.66,EUR,LOAN_PAYMENT,Loan Payment,68707.88,REF396836847,BR807,ONLINE
42A61F33,3,DE13870962145025555422,2024-01-05 05:12:08,CREDIT,1462.21,EUR,INTEREST,INTEREST CREDIT,7907.1,REF662213541,BR966,ONLINE
B27CF8EE,3,DE13870962145025555422,2024-01-10 22:20:41,DEBIT,9575.62,EUR,PURCHASE,Google - PURCHASE,14113.12,REF526495784,BR321,ATM
EDF15411,2,FR471450594397YBLERHKUZ7Y02,2024-01-06 16:15:49,DEBIT,25812.54,EUR,MEDICAL,Medical,6530.49,REF821108553,BR458,PHONE
6E54FD21,2,FR471450594397YBLERHKUZ7Y02,2024-01-05 12:24:36,CREDIT,5294.42,EUR,DEPOSIT,Deposit,75348.77,REF537903709,BR503,PHONE
1E307505,1,DE25202102007876909711,2024-01-10 23:26:05,CREDIT,21514.16,EUR,BONUS,Bonus,9744.74,REF544207458,BR498,PHONE
02D21B63,2,FR471450594397YBLERHKUZ7Y02,2024-01-05 01:36:47,DEBIT,7149.25,EUR,LOAN_PAYMENT,Loan Payment,95169.79,REF589849199,BR349,ONLINE
7C54AE7D,3,DE06546700950979859803,2024-01-04 09:22:10,DEBIT,10285.67,EUR,LOAN_PAYMENT,Loan Payment,52533.91,REF687673840,BR749,MOBILE
C25DA3CD,3,GB84CPBK83157663644901,2024-01-01 05:43:18,CREDIT,3276.98,GBP,FREELANCE,Freelance,77971.4,REF113934609,BR382,ONLINE
E8A1322A,2,FR471450594397YBLERHKUZ7Y02,2024-01-08 17:03:29,DEBIT,14911.58,EUR,SUBSCRIPTION,Subscription,36145.9,REF106380536,BR181,ONLINE
552BB3A0,1,FR221450592469WBR7LN4EXX269,2024-01-02 17:58:34,DEBIT,758.63,EUR,RENT,Rent,47129.21,REF245776771,BR273,MOBILE
0546F0E2,2,FR471450594397YBLERHKUZ7Y02,2024-01-07 04:15:42,DEBIT,1920.75,EUR,BILL_PAYMENT,Bill Payment,93607.3,REF175188196,BR333,ATM
915B2290,4,GB51CITI43028554568398,2024-01-10 00:24:45,DEBIT,2583.79,GBP,PURCHASE,Walmart - PURCHASE,35366.13,REF994721819,BR683,ONLINE
25AF48B7,4,DE08870000009130446806,2024-01-09 08:30:31,DEBIT,11137.89,EUR,TRANSFER_OUT,TRANSFER TO ACCOUNT ***8267,40036.83,REF421664843,BR297,MOBILE
E75AF9F7,1,DE79741514506827135679,2024-01-07 18:16:37,DEBIT,3608.87,EUR,ONLINE_PURCHASE,Exxon - ONLINE_PURCHASE,72665.03,REF937040153,BR999,BRANCH
604BDA08,1,DE59795655681688929171,2024-01-10 13:53:29,CREDIT,9632.89,EUR,DEPOSIT,Deposit,58495.97,REF761372822,BR252,ATM
A42DBF0C,3,GB84CPBK83157663644901,2024-01-07 02:56:51,DEBIT,9519.96,GBP,MEDICAL,Medical,57583.06,REF970515774,BR960,PHONE
D95B39B5,3,DE13870962145025555422,2024-01-05 22:35:34,CREDIT,569.4,EUR,INVESTMENT_RETURN,Investment Return,18632.87,REF279010350,BR960,ATM
FD8DAF60,1,DE59795655681688929171,2024-01-06 01:56:20,DEBIT,43558.4,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - STREET,16940.98,REF802919375,BR112,MOBILE
C1B94143,3,DE06546700950979859803,2024-01-08 19:53:00,DEBIT,1281.35,EUR,RENT,Rent,17939.29,REF519517587,BR105,ATM
3DCB465F,4,DE08870000009130446806,2024-01-05 10:26:45,DEBIT,1947.94,EUR,BILL_PAYMENT,Bill Payment,9234.27,REF877002669,BR341,MOBILE
4018F7FF,2,FR471450594397YBLERHKUZ7Y02,2024-01-03 20:57:02,DEBIT,25480.03,EUR,SUBSCRIPTION,Subscription,15969.1,REF393805280,BR422,ONLINE
2083463B,1,DE79741514506827135679,2024-01-10 16:57:07,DEBIT,257.02,EUR,PURCHASE,Lyft - PURCHASE,82221.03,REF634674730,BR996,BRANCH
F8DB0640,2,FR471450594397YBLERHKUZ7Y02,2024-01-02 22:41:58,DEBIT,40420.59,EUR,TRANSFER_OUT,TRANSFER TO ACCOUNT ***5157,72684.65,REF762455180,BR880,ONLINE
7836E2ED,4,GB51CITI43028554568398,2024-01-04 10:52:34,DEBIT,658.83,GBP,ATM_WITHDRAWAL,ATM WITHDRAWAL - MALL,56279.99,REF991735742,BR642,ONLINE
52FCCBED,3,GB84CPBK83157663644901,2024-01-10 14:50:38,DEBIT,14588.42,GBP,SUBSCRIPTION,Subscription,38670.39,REF336636314,BR518,BRANCH
4A22E306,3,DE13870962145025555422,2024-01-06 21:13:13,DEBIT,30608.58,EUR,SUBSCRIPTION,Subscription,76542.52,REF764632019,BR583,ONLINE
52E4D5BC,1,DE79741514506827135679,2024-01-02 08:11:18,DEBIT,3323.42,EUR,RESTAURANT,Restaurant,45622.18,REF963404804,BR973,BRANCH
4D10F97E,4,DE08870000009130446806,2024-01-05 09:43:38,DEBIT,2064.2,EUR,GROCERY,Grocery,57749.98,REF856421344,BR837,MOBILE
A2CDB3E2,1,DE79741514506827135679,2024-01-05 14:50:50,DEBIT,225.73,EUR,MEDICAL,Medical,49916.88,REF363481720,BR869,MOBILE
7F8C7548,1,DE25202102007876909711,2024-01-05 03:28:56,CREDIT,4208.5,EUR,GIFT,Gift,53751.61,REF357523070,BR364,BRANCH
9A96E302,1,DE59795655681688929171,2024-01-08 05:49:06,DEBIT,4490.07,EUR,UTILITIES,Utilities,64869.62,REF977200111,BR642,ATM
A72F1166,1,DE59795655681688929171,2024-01-06 01:42:43,DEBIT,6695.32,EUR,FUEL,Fuel,97628.98,REF250767526,BR359,BRANCH
B2D3D859,3,DE06546700950979859803,2024-01-08 10:03:58,CREDIT,29496.13,EUR,INTEREST,INTEREST CREDIT,30007.07,REF281071367,BR562,BRANCH
3A8E44C0,4,DE08870000009130446806,2024-01-07 05:58:14,CREDIT,7931.62,EUR,REFUND,Refund,9617.36,REF175197770,BR475,BRANCH
1EADEFE3,4,GB51CITI43028554568398,2024-01-08 12:39:28,CREDIT,678.05,GBP,DIVIDEND,Dividend,57432.46,REF565195435,BR124,ONLINE
4A8B4626,1,FR221450592469WBR7LN4EXX269,2024-01-10 13:00:49,DEBIT,30052.67,EUR,PURCHASE,Amazon - PURCHASE,68415.63,REF383044907,BR498,ONLINE
81B9CE18,1,DE59795655681688929171,2024-01-05 00:35:17,CREDIT,3785.57,EUR,REFUND,Refund,26608.26,REF704979906,BR278,BRANCH
90BEB79C,2,FR471450594397YBLERHKUZ7Y02,2024-01-08 22:07:39,CREDIT,8611.65,EUR,DEPOSIT,Deposit,36344.24,REF562992514,BR288,ONLINE
816D57A1,3,DE06546700950979859803,2024-01-01 23:19:29,CREDIT,4615.05,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***1535,19293.97,REF212640212,BR864,BRANCH
33651332,1,DE59795655681688929171,2024-01-02 08:37:07,DEBIT,239.87,EUR,UTILITIES,Utilities,97043.63,REF347971908,BR905,BRANCH
D97D0D8A,1,DE79741514506827135679,2024-01-07 08:38:35,DEBIT,8306.11,EUR,FUEL,Fuel,11085.69,REF533926279,BR862,BRANCH
E288A438,2,FR471450594397YBLERHKUZ7Y02,2024-01-05 11:21:13,CREDIT,30259.23,EUR,GIFT,Gift,92503.37,REF508658568,BR899,ONLINE
E9869DD4,1,DE25202102007876909711,2024-01-04 22:18:01,CREDIT,43517.78,EUR,GIFT,Gift,81902.54,REF288533166,BR523,ONLINE
ED46E634,4,DE08870000009130446806,2024-01-08 04:05:58,CREDIT,2186.76,EUR,INTEREST,INTEREST CREDIT,68533.92,REF239570586,BR575,MOBILE
C898B9DE,1,DE79741514506827135679,2024-01-04 04:50:03,CREDIT,4333.95,EUR,INTEREST,INTEREST CREDIT,52116.85,REF878276327,BR836,ATM
413339AD,2,FR471450594397YBLERHKUZ7Y02,2024-01-02 02:26:42,CREDIT,9947.03,EUR,SALARY,SALARY DEPOSIT - COMPANY B,60743.79,REF184244761,BR342,PHONE
1E4391F2,3,DE13870962145025555422,2024-01-01 22:40:33,DEBIT,21050.25,EUR,RENT,Rent,71370.97,REF345187829,BR483,ONLINE
557D194B,1,FR221450592469WBR7LN4EXX269,2024-01-03 19:12:27,DEBIT,4701.88,EUR,PURCHASE,Walmart - PURCHASE,66498.15,REF569300707,BR486,ATM
C1CF7417,1,DE59795655681688929171,2024-01-03 19:00:29,DEBIT,1494.7,EUR,MEDICAL,Medical,37480.98,REF930634548,BR675,ONLINE
B3DF6AFA,1,DE79741514506827135679,2024-01-01 02:58:08,DEBIT,10382.26,EUR,TRANSFER_OUT,TRANSFER TO ACCOUNT ***5318,45539.27,REF265702553,BR787,MOBILE
F7965DA6,3,GB84CPBK83157663644901,2024-01-06 01:10:08,CREDIT,24306.53,GBP,SALARY,SALARY DEPOSIT - COMPANY A,79874.14,REF749027868,BR319,BRANCH
215E9DEC,3,GB84CPBK83157663644901,2024-01-08 21:17:44,DEBIT,4354.52,GBP,BILL_PAYMENT,Bill Payment,87622.39,REF936193160,BR551,PHONE
37FF0D98,1,FR221450592469WBR7LN4EXX269,2024-01-05 18:56:42,DEBIT,10542.44,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - MALL,54689.78,REF460741719,BR248,MOBILE
143D4E1B,3,DE13870962145025555422,2024-01-08 03:47:13,DEBIT,5394.1,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - STREET,89899.08,REF957264352,BR146,ONLINE
625BD603,4,DE08870000009130446806,2024-01-10 05:15:52,DEBIT,2631.22,EUR,FUEL,Fuel,32372.06,REF345722120,BR230,PHONE
DB6659B2,1,DE59795655681688929171,2024-01-09 13:45:44,CREDIT,13455.46,EUR,FREELANCE,Freelance,95428.38,REF307725269,BR261,BRANCH
DAAEA112,1,FR221450592469WBR7LN4EXX269,2024-01-05 06:14:15,DEBIT,42402.91,EUR,ATM_WITHDRAWAL,ATM WITHDRAWAL - MALL,40717.54,REF258612053,BR385,BRANCH
7DF1B32C,3,DE13870962145025555422,2024-01-07 18:18:37,CREDIT,4271.31,EUR,INTEREST,INTEREST CREDIT,56145.93,REF446321789,BR386,PHONE
F85D8CC4,1,FR221450592469WBR7LN4EXX269,2024-01-09 01:29:39,CREDIT,11622.29,EUR,FREELANCE,Freelance,31176.27,REF844917638,BR563,BRANCH
2910FDF6,3,DE06546700950979859803,2024-01-01 16:49:19,CREDIT,21104.86,EUR,FREELANCE,Freelance,82550.55,REF417231583,BR267,MOBILE
E3A372B3,1,DE79741514506827135679,2024-01-03 02:22:52,DEBIT,43699.46,EUR,FUEL,Fuel,36822.12,REF533284892,BR833,ATM
6EE2A945,3,DE13870962145025555422,2024-01-07 09:17:07,CREDIT,331.77,EUR,TRANSFER_IN,TRANSFER FROM ACCOUNT ***8724,37176.8,REF122857744,BR381,BRANCH
5334EA48,1,DE25202102007876909711,2024-01-07 09:01:44,CREDIT,37338.45,EUR,INTEREST,INTEREST CREDIT,68704.98,REF261040748,BR344,PHONE
D31E0B65,1,DE25202102007876909711,2024-01-02 13:22:38,CREDIT,10137.63,EUR,INVESTMENT_RETURN,Investment Return,70833.65,REF179725346,BR195,PHONE
90D40D11,1,FR221450592469WBR7LN4EXX269,2024-01-06 08:34:11,CREDIT,10396.27,EUR,DEPOSIT,Deposit,64850.97,REF194604840,BR236,PHONE
B79CD59D,1,FR221450592469WBR7LN4EXX269,2024-01-01 21:52:52,CREDIT,3651.19,EUR,SALARY,SALARY DEPOSIT - COMPANY C,65981.22,REF107350287,BR864,ATM
3EBEDF70,4,DE08870000009130446806,2024-01-06 18:48:13,CREDIT,16093.92,EUR,BONUS,Bonus,70251.18,REF465947822,BR289,BRANCH
